貯金,信用履歴,年齢,家族構成,仕事,審査結果
15000000,A21,A34,A41,A54,1
0,A22,A34,A42,A53,2
4000000,A22,A34,A42,A52,2
15000000,A21,A35,A42,A52,1
15000000,A21,A35,A42,A53,1
15000000,A21,A35,A41,A54,1
0,A22,A35,A42,A51,2
15000000,A21,A35,A42,A52,1
0,A22,A35,A41,A54,2
0,A22,A35,A42,A53,2
8000000,A22,A35,A41,A53,2
0,A22,A35,A41,A52,2
15000000,A21,A35,A41,A53,1
4000000,A22,A35,A41,A52,2
0,A22,A35,A41,A53,2
15000000,A21,A34,A41,A54,1
4000000,A22,A34,A41,A52,2
15000000,A21,A34,A41,A53,1
15000000,A21,A34,A41,A53,1
0,A22,A34,A42,A53,2
15000000,A21,A34,A41,A53,1
15000000,A21,A34,A41,A53,1
15000000,A21,A34,A42,A53,1
4000000,A22,A34,A42,A53,2
15000000,A21,A35,A42,A52,1
15000000,A21,A35,A41,A54,1
15000000,A21,A35,A41,A53,1
15000000,A21,A35,A41,A53,1
15000000,A21,A35,A42,A53,1
15000000,A21,A35,A41,A53,1
15000000,A21,A35,A41,A53,1
15000000,A21,A35,A41,A53,1
15000000,A21,A35,A42,A53,1
15000000,A21,A35,A41,A52,1
15000000,A21,A35,A41,A52,1
15000000,A21,A35,A42,A53,1
15000000,A21,A32,A41,A53,1
0,A22,A32,A42,A52,2
15000000,A21,A32,A42,A53,1
15000000,A21,A32,A41,A52,1
15000000,A21,A32,A41,A53,1
4000000,A22,A32,A41,A53,2
15000000,A21,A32,A41,A53,1
15000000,A21,A32,A42,A53,1
15000000,A21,A32,A42,A53,1
4000000,A22,A33,A41,A54,2
15000000,A21,A33,A41,A54,1
0,A22,A33,A42,A52,2
15000000,A21,A33,A41,A53,1
0,A22,A33,A42,A53,2
0,A22,A33,A42,A53,2
0,A22,A33,A41,A52,2
15000000,A21,A33,A42,A53,1
15000000,A21,A33,A41,A53,1
4000000,A22,A33,A42,A54,2
15000000,A21,A34,A41,A54,1
15000000,A21,A34,A42,A53,1
0,A22,A34,A42,A52,2
0,A22,A34,A42,A52,2
0,A22,A34,A42,A53,2
0,A22,A34,A41,A52,2
0,A22,A34,A42,A53,2
4000000,A22,A34,A42,A52,2
4000000,A22,A34,A42,A53,2
0,A22,A34,A41,A53,2
0,A22,A35,A41,A53,2
0,A22,A35,A41,A53,2
0,A22,A35,A41,A53,2
0,A22,A35,A42,A53,2
0,A22,A35,A41,A53,2
0,A22,A35,A41,A53,2
0,A22,A35,A42,A53,2
8000000,A22,A35,A42,A52,2
0,A22,A35,A41,A53,2
500000,A22,A35,A42,A53,2
500000,A22,A35,A41,A53,2
500000,A22,A35,A41,A52,2
500000,A22,A31,A42,A53,2
500000,A22,A31,A42,A53,2
500000,A22,A31,A41,A52,2
500000,A22,A31,A41,A54,2
4000000,A22,A31,A41,A53,2
500000,A22,A31,A42,A53,2
4000000,A22,A31,A41,A53,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A41,A54,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A41,A54,2
500000,A22,A32,A42,A53,2
500000,A22,A32,A41,A53,2
4000000,A22,A32,A42,A53,2
8000000,A22,A32,A42,A52,2
4000000,A22,A32,A41,A53,2
500000,A22,A32,A42,A52,2
500000,A22,A33,A41,A53,2
4000000,A22,A33,A42,A53,2
500000,A22,A33,A42,A54,2
500000,A22,A33,A41,A52,2
500000,A22,A33,A41,A53,2
500000,A22,A33,A41,A53,2
500000,A22,A33,A41,A54,2
500000,A22,A33,A41,A53,2
500000,A22,A33,A41,A53,2
4000000,A22,A33,A42,A53,2
4000000,A22,A34,A42,A53,2
500000,A22,A34,A42,A53,2
500000,A22,A34,A42,A52,2
4000000,A22,A34,A42,A54,2
8000000,A22,A34,A41,A53,2
4000000,A22,A34,A41,A54,2
500000,A22,A34,A41,A53,2
500000,A22,A34,A41,A54,2
500000,A22,A34,A41,A53,2
500000,A22,A34,A42,A53,2
4000000,A22,A35,A41,A53,2
500000,A22,A35,A42,A54,2
500000,A22,A35,A42,A53,2
4000000,A22,A35,A42,A53,2
4000000,A22,A35,A41,A53,2
4000000,A22,A35,A41,A52,2
500000,A22,A35,A41,A53,2
500000,A22,A35,A42,A53,2
500000,A22,A35,A42,A53,2
500000,A22,A35,A42,A53,2
500000,A22,A35,A41,A54,2
4000000,A22,A35,A41,A53,2
4000000,A22,A31,A41,A53,2
4000000,A22,A31,A42,A53,2
500000,A22,A31,A42,A53,2
4000000,A22,A31,A41,A53,2
500000,A22,A31,A41,A54,2
500000,A22,A31,A41,A53,2
8000000,A22,A31,A41,A53,2
500000,A22,A32,A41,A54,2
4000000,A22,A32,A41,A51,2
4000000,A22,A32,A41,A52,2
500000,A22,A32,A42,A53,2
500000,A22,A32,A42,A53,2
4000000,A22,A32,A42,A53,2
4000000,A22,A32,A41,A53,2
500000,A22,A32,A41,A54,2
4000000,A22,A32,A41,A53,2
500000,A22,A32,A41,A52,2
500000,A22,A33,A42,A53,2
4000000,A22,A33,A42,A54,2
4000000,A22,A33,A42,A53,2
500000,A22,A33,A42,A52,2
4000000,A22,A33,A42,A53,2
4000000,A22,A33,A42,A52,2
500000,A22,A33,A41,A53,2
4000000,A22,A33,A42,A54,2
500000,A22,A33,A42,A53,2
4000000,A22,A33,A42,A53,2
4000000,A22,A34,A41,A52,2
500000,A22,A34,A42,A53,2
500000,A22,A34,A41,A51,2
500000,A22,A34,A41,A53,2
4000000,A22,A34,A41,A54,2
4000000,A22,A34,A42,A54,2
4000000,A22,A34,A41,A53,2
4000000,A22,A34,A42,A53,2
500000,A22,A34,A42,A53,2
500000,A22,A34,A41,A52,2
4000000,A22,A35,A42,A53,2
4000000,A22,A35,A42,A53,2
4000000,A22,A35,A41,A54,2
4000000,A22,A35,A42,A53,2
500000,A22,A35,A41,A52,2
500000,A22,A35,A42,A53,2
500000,A22,A35,A41,A53,2
500000,A22,A35,A41,A53,2
4000000,A22,A35,A42,A53,2
500000,A22,A35,A42,A53,2
500000,A22,A35,A41,A52,2
500000,A22,A35,A42,A53,2
4000000,A22,A31,A41,A54,2
500000,A22,A31,A42,A53,2
500000,A22,A31,A42,A53,2
500000,A22,A31,A41,A52,2
500000,A22,A31,A41,A53,2
500000,A22,A31,A42,A53,2
500000,A22,A31,A41,A53,2
4000000,A22,A32,A42,A53,2
500000,A22,A32,A41,A54,2
4000000,A22,A32,A42,A53,2
500000,A22,A32,A41,A53,2
8000000,A22,A32,A41,A52,2
500000,A22,A32,A42,A53,2
4000000,A22,A32,A41,A53,2
4000000,A22,A32,A41,A53,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A42,A53,2
500000,A22,A33,A42,A52,2
4000000,A22,A33,A41,A52,2
500000,A22,A33,A42,A53,2
500000,A22,A33,A42,A52,2
4000000,A22,A33,A42,A52,2
500000,A22,A33,A42,A53,2
4000000,A22,A33,A42,A53,2
500000,A22,A33,A42,A54,2
4000000,A22,A33,A42,A53,2
500000,A22,A33,A42,A53,2
8000000,A22,A34,A42,A52,2
4000000,A22,A34,A42,A53,2
500000,A22,A34,A41,A53,2
500000,A22,A34,A41,A53,2
500000,A22,A34,A42,A53,2
4000000,A22,A34,A42,A52,2
500000,A22,A34,A42,A51,2
500000,A22,A34,A41,A54,2
500000,A22,A34,A42,A53,2
8000000,A22,A34,A41,A53,2
500000,A22,A35,A41,A52,2
4000000,A22,A35,A41,A52,2
500000,A22,A35,A41,A53,2
4000000,A22,A35,A41,A52,2
500000,A22,A35,A42,A53,2
4000000,A22,A35,A42,A53,2
500000,A22,A35,A42,A52,2
4000000,A22,A35,A41,A53,2
4000000,A22,A35,A41,A54,2
500000,A22,A35,A42,A52,2
500000,A22,A35,A42,A53,2
500000,A22,A35,A42,A53,2
500000,A22,A31,A41,A52,2
4000000,A22,A31,A42,A54,2
500000,A22,A31,A42,A52,2
500000,A22,A31,A42,A52,2
500000,A22,A31,A42,A53,2
500000,A22,A31,A41,A52,2
500000,A22,A31,A42,A53,2
4000000,A22,A32,A42,A52,2
4000000,A22,A32,A42,A53,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A42,A53,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A42,A53,2
8000000,A22,A33,A42,A52,2
500000,A22,A33,A41,A53,2
500000,A22,A33,A42,A53,2
500000,A22,A33,A41,A53,2
500000,A22,A33,A41,A52,2
500000,A22,A33,A42,A53,2
500000,A22,A33,A42,A53,2
500000,A22,A33,A41,A52,2
500000,A22,A33,A41,A54,2
4000000,A22,A33,A41,A53,2
500000,A22,A34,A42,A53,2
4000000,A22,A34,A41,A53,2
500000,A22,A34,A41,A53,2
500000,A22,A34,A41,A54,2
500000,A22,A34,A41,A53,2
500000,A22,A34,A41,A54,2
500000,A22,A34,A42,A53,2
500000,A22,A34,A41,A53,2
4000000,A22,A34,A42,A53,2
8000000,A22,A34,A42,A52,2
4000000,A22,A35,A41,A53,2
500000,A22,A35,A42,A52,2
500000,A22,A35,A41,A53,2
4000000,A22,A35,A42,A53,2
500000,A22,A35,A42,A54,2
500000,A22,A35,A41,A52,2
500000,A22,A35,A41,A53,2
500000,A22,A35,A41,A53,2
500000,A22,A35,A41,A54,2
500000,A22,A35,A41,A53,2
500000,A22,A35,A41,A53,2
4000000,A22,A35,A42,A53,2
4000000,A22,A31,A42,A53,2
500000,A22,A31,A42,A53,2
500000,A22,A31,A42,A52,2
4000000,A22,A31,A42,A54,2
8000000,A22,A31,A41,A53,2
4000000,A22,A31,A41,A54,2
500000,A22,A31,A41,A53,2
500000,A22,A32,A41,A54,2
500000,A22,A32,A41,A53,2
500000,A22,A32,A42,A53,2
4000000,A22,A32,A41,A53,2
500000,A22,A32,A42,A54,2
500000,A22,A32,A42,A53,2
4000000,A22,A32,A42,A53,2
4000000,A22,A32,A41,A53,2
4000000,A22,A32,A41,A52,2
500000,A22,A32,A41,A53,2
500000,A22,A33,A42,A53,2
500000,A22,A33,A42,A53,2
500000,A22,A33,A42,A53,2
500000,A22,A33,A41,A54,2
4000000,A22,A33,A41,A53,2
4000000,A22,A33,A41,A53,2
4000000,A22,A33,A42,A53,2
500000,A22,A33,A42,A53,2
4000000,A22,A33,A41,A53,2
500000,A22,A33,A41,A54,2
500000,A22,A34,A41,A53,2
8000000,A22,A34,A41,A53,2
500000,A22,A34,A41,A54,2
4000000,A22,A34,A41,A51,2
4000000,A22,A34,A41,A52,2
500000,A22,A34,A42,A53,2
500000,A22,A34,A42,A53,2
4000000,A22,A34,A42,A53,2
4000000,A22,A34,A41,A53,2
500000,A22,A34,A41,A54,2
4000000,A22,A35,A41,A53,2
900000,A22,A35,A41,A52,2
900000,A22,A35,A42,A53,2
4000000,A22,A35,A42,A54,2
4000000,A22,A35,A42,A53,2
900000,A22,A35,A42,A52,2
4000000,A22,A35,A42,A53,2
4000000,A22,A35,A42,A52,2
900000,A22,A35,A41,A53,2
4000000,A22,A35,A42,A54,2
900000,A22,A35,A42,A53,2
4000000,A22,A35,A42,A53,2
4000000,A22,A31,A41,A52,2
900000,A22,A31,A42,A53,2
900000,A22,A31,A41,A51,2
900000,A22,A31,A41,A53,2
4000000,A22,A31,A41,A54,2
4000000,A22,A31,A42,A54,2
4000000,A22,A31,A41,A53,2
4000000,A22,A32,A42,A53,2
900000,A22,A32,A42,A53,2
900000,A22,A32,A41,A52,2
4000000,A22,A32,A42,A53,2
4000000,A22,A32,A42,A53,2
4000000,A22,A32,A41,A54,2
4000000,A22,A32,A42,A53,2
900000,A22,A32,A41,A52,2
900000,A22,A32,A42,A53,2
900000,A22,A32,A41,A53,2
900000,A22,A33,A41,A53,2
4000000,A22,A33,A42,A53,2
900000,A22,A33,A42,A53,2
900000,A22,A33,A41,A52,2
900000,A22,A33,A42,A53,2
4000000,A22,A33,A41,A54,2
900000,A22,A33,A42,A53,2
900000,A22,A33,A42,A53,2
900000,A22,A33,A41,A52,2
900000,A22,A33,A41,A53,2
900000,A22,A34,A42,A53,2
900000,A22,A34,A41,A53,2
4000000,A22,A34,A42,A53,2
0,A23,A34,A41,A53,2
0,A23,A34,A41,A53,2
15000000,A21,A34,A41,A52,1
15000000,A21,A34,A42,A53,1
15000000,A21,A34,A42,A54,1
100000,A23,A34,A41,A53,2
15000000,A21,A34,A41,A53,1
15000000,A21,A35,A42,A54,1
15000000,A21,A35,A41,A53,1
15000000,A21,A35,A41,A54,1
0,A23,A35,A41,A53,2
15000000,A21,A35,A41,A53,1
15000000,A22,A35,A41,A53,1
100000,A23,A35,A42,A54,2
0,A23,A35,A41,A53,2
0,A23,A35,A41,A53,2
100000,A23,A35,A41,A54,2
100000,A23,A35,A41,A54,2
15000000,A22,A35,A41,A53,1
5000000,A23,A33,A41,A54,2
15000000,A22,A33,A41,A53,1
15000000,A21,A33,A42,A53,1
15000000,A22,A33,A41,A53,1
15000000,A22,A33,A41,A53,1
0,A23,A33,A42,A53,2
15000000,A21,A33,A42,A53,1
15000000,A22,A33,A42,A53,1
0,A23,A33,A41,A54,2
15000000,A22,A34,A41,A54,1
15000000,A22,A34,A42,A53,1
15000000,A23,A34,A42,A53,1
15000000,A23,A34,A42,A53,1
15000000,A23,A34,A41,A53,1
0,A23,A34,A41,A53,2
15000000,A22,A34,A42,A53,1
15000000,A23,A34,A41,A53,1
15000000,A23,A34,A41,A53,1
20000000,A20,A34,A42,A53,1
20000000,A20,A35,A41,A53,1
100000,A23,A35,A42,A53,2
0,A23,A35,A42,A52,2
20000000,A20,A35,A42,A54,1
20000000,A20,A35,A42,A53,1
20000000,A20,A35,A41,A52,1
20000000,A20,A35,A42,A53,1
100000,A23,A35,A41,A54,2
20000000,A20,A35,A41,A52,1
20000000,A20,A35,A42,A53,1
20000000,A20,A35,A41,A52,1
0,A23,A35,A41,A53,2
20000000,A20,A34,A41,A53,1
20000000,A20,A34,A42,A52,1
20000000,A20,A34,A41,A53,1
20000000,A21,A34,A41,A53,1
20000000,A21,A35,A42,A52,1
0,A23,A35,A42,A53,2
20000000,A21,A35,A42,A52,1
20000000,A21,A35,A42,A53,1
0,A23,A35,A41,A53,2
0,A23,A35,A41,A53,2
3000000,A23,A35,A41,A54,2
20000000,A21,A35,A41,A54,1
0,A23,A35,A41,A52,2
20000000,A22,A35,A41,A54,1
20000000,A22,A35,A42,A53,1
20000000,A22,A35,A41,A53,1
20000000,A23,A34,A42,A53,1
20000000,A20,A34,A41,A52,1
0,A23,A34,A41,A53,2
3000000,A23,A34,A41,A53,2
0,A23,A35,A42,A53,2
3000000,A23,A35,A41,A54,2
0,A23,A35,A41,A53,2
0,A23,A35,A41,A52,2
0,A23,A35,A41,A53,2
0,A23,A35,A41,A53,2
3000000,A23,A35,A41,A53,2
0,A23,A35,A41,A53,2
3000000,A23,A35,A42,A54,2
0,A23,A35,A41,A53,2
500000,A23,A35,A41,A53,2
3000000,A23,A35,A41,A54,2
3000000,A23,A34,A41,A54,2
8000000,A23,A34,A41,A54,2
500000,A23,A34,A42,A53,2
500000,A23,A34,A41,A54,2
500000,A23,A35,A41,A53,2
3000000,A23,A35,A42,A53,2
500000,A23,A35,A42,A52,2
4000000,A23,A35,A41,A54,2
500000,A23,A35,A41,A53,2
500000,A23,A35,A42,A53,2
500000,A23,A35,A41,A53,2
500000,A23,A35,A41,A53,2
4000000,A23,A35,A41,A54,2
500000,A23,A35,A41,A52,2
500000,A23,A35,A41,A53,2
4000000,A23,A35,A41,A53,2
500000,A23,A31,A42,A53,2
4000000,A23,A31,A41,A54,2
500000,A23,A31,A41,A53,2
500000,A23,A31,A41,A52,2
500000,A23,A31,A41,A53,2
500000,A23,A31,A41,A53,2
4000000,A23,A31,A41,A53,2
500000,A23,A32,A41,A53,2
4000000,A23,A32,A42,A54,2
500000,A23,A32,A41,A53,2
500000,A23,A32,A41,A53,2
4000000,A23,A32,A41,A54,2
4000000,A23,A32,A41,A54,2
8000000,A23,A32,A41,A54,2
500000,A23,A32,A42,A53,2
500000,A23,A32,A41,A54,2
500000,A23,A32,A41,A53,2
4000000,A23,A33,A42,A53,2
500000,A23,A33,A42,A52,2
4000000,A23,A33,A41,A54,2
100000,A24,A33,A42,A54,2
0,A24,A33,A41,A52,2
100000,A24,A33,A41,A52,2
0,A24,A33,A42,A52,2
0,A24,A33,A42,A52,2
100000,A24,A33,A41,A54,2
100000,A24,A33,A41,A53,2
0,A24,A34,A41,A53,2
0,A24,A34,A42,A52,2
100000,A24,A34,A41,A53,2
100000,A24,A34,A41,A54,2
0,A24,A34,A42,A53,2
0,A24,A34,A42,A53,2
0,A24,A34,A42,A53,2
100000,A24,A34,A41,A53,2
0,A24,A34,A41,A53,2
100000,A24,A34,A41,A53,2
100000,A24,A35,A41,A52,2
100000,A24,A35,A42,A54,2
0,A24,A35,A41,A53,2
0,A24,A35,A41,A53,2
100000,A24,A35,A42,A53,2
5000000,A24,A35,A41,A52,2
0,A24,A35,A41,A53,2
100000,A24,A35,A42,A54,2
0,A24,A35,A42,A53,2
0,A24,A35,A42,A52,2
0,A24,A35,A41,A53,2
0,A24,A35,A41,A54,2
100000,A24,A31,A41,A53,2
0,A24,A31,A41,A53,2
5000000,A24,A31,A42,A53,2
0,A24,A31,A41,A54,2
0,A24,A31,A42,A51,2
100000,A24,A31,A42,A54,2
100000,A24,A31,A42,A53,2
0,A24,A32,A42,A53,2
100000,A24,A32,A42,A54,2
100000,A24,A32,A41,A53,2
0,A24,A32,A42,A53,2
0,A24,A32,A41,A53,2
5000000,A24,A32,A41,A53,2
100000,A24,A32,A42,A53,2
0,A24,A32,A42,A53,2
100000,A24,A32,A41,A52,2
100000,A24,A32,A41,A53,2
100000,A24,A33,A41,A53,2
0,A24,A33,A41,A53,2
100000,A24,A33,A41,A52,2
0,A24,A33,A41,A53,2
0,A24,A33,A41,A53,2
0,A24,A33,A41,A53,2
500000,A24,A33,A41,A53,2
100000,A24,A33,A42,A53,2
5000000,A24,A33,A41,A54,2
100000,A24,A33,A42,A52,2
5000000,A24,A34,A41,A53,2
500000,A24,A34,A41,A53,2
500000,A24,A34,A42,A53,2
500000,A24,A34,A41,A54,2
500000,A24,A34,A42,A54,2
3000000,A24,A34,A41,A53,2
500000,A24,A34,A41,A53,2
3000000,A24,A34,A42,A51,2
500000,A24,A34,A41,A53,2
500000,A24,A34,A42,A53,2
500000,A24,A35,A41,A53,2
500000,A24,A35,A41,A53,2
500000,A24,A35,A41,A53,2
500000,A24,A35,A42,A53,2
500000,A24,A35,A41,A53,2
3000000,A24,A35,A42,A52,2
3000000,A24,A35,A42,A54,2
3000000,A24,A35,A41,A52,2
3000000,A24,A35,A41,A53,2
3000000,A24,A35,A42,A54,2
500000,A24,A35,A41,A52,2
3000000,A24,A35,A41,A52,2
500000,A24,A31,A42,A52,2
500000,A24,A31,A42,A52,2
3000000,A24,A31,A41,A54,2
3000000,A24,A31,A41,A53,2
500000,A24,A31,A41,A53,2
500000,A24,A31,A42,A52,2
3000000,A24,A31,A41,A53,2
3000000,A24,A32,A41,A54,2
500000,A24,A32,A42,A53,2
500000,A24,A32,A42,A53,2
500000,A24,A32,A42,A53,2
3000000,A24,A32,A41,A53,2
500000,A24,A32,A41,A53,2
3000000,A24,A32,A41,A53,2
3000000,A24,A32,A41,A52,2
3000000,A24,A32,A42,A54,2
500000,A24,A32,A41,A53,2
500000,A24,A33,A41,A53,2
3000000,A24,A33,A42,A53,2
5000000,A24,A33,A41,A52,2
500000,A24,A33,A41,A53,2
3000000,A24,A33,A42,A54,2
500000,A24,A33,A42,A53,2
500000,A24,A33,A42,A52,2
500000,A24,A33,A41,A53,2
500000,A24,A33,A41,A54,2
3000000,A24,A33,A41,A53,2
500000,A24,A34,A41,A53,2
5000000,A24,A34,A42,A53,2
500000,A24,A34,A41,A54,2
500000,A24,A34,A42,A51,2
3000000,A24,A31,A42,A54,2
3000000,A24,A31,A42,A53,2
500000,A24,A31,A42,A53,2
3000000,A24,A31,A42,A54,2
3000000,A24,A31,A41,A53,2
500000,A24,A31,A42,A53,2
500000,A24,A31,A41,A53,2
5000000,A24,A32,A41,A53,2
3000000,A24,A32,A42,A53,2
500000,A24,A32,A42,A53,2
3000000,A24,A32,A41,A52,2
4000000,A24,A32,A41,A53,2
4000000,A24,A32,A41,A53,2
500000,A24,A32,A41,A53,2
4000000,A24,A32,A41,A52,2
500000,A24,A32,A41,A53,2
500000,A24,A32,A41,A53,2
500000,A24,A33,A41,A53,2
500000,A24,A33,A41,A53,2
4000000,A24,A33,A42,A53,2
8000000,A24,A33,A41,A54,2
4000000,A24,A33,A42,A52,2
8000000,A24,A33,A41,A53,2
500000,A24,A33,A41,A53,2
500000,A24,A31,A42,A53,2
500000,A24,A31,A41,A54,2
500000,A24,A31,A42,A54,2
4000000,A24,A31,A41,A53,2
500000,A24,A31,A41,A53,2
4000000,A24,A31,A42,A51,2
500000,A24,A31,A41,A53,2
500000,A24,A32,A42,A53,2
500000,A24,A32,A41,A53,2
500000,A24,A32,A41,A53,2
500000,A24,A32,A41,A53,2
500000,A24,A32,A42,A53,2
500000,A24,A32,A41,A53,2
4000000,A24,A32,A42,A52,2
4000000,A24,A32,A42,A54,2
4000000,A24,A32,A41,A52,2
4000000,A24,A32,A41,A53,2
4000000,A24,A33,A42,A54,2
500000,A24,A33,A41,A52,2
4000000,A24,A33,A41,A52,2
500000,A24,A33,A42,A52,2
500000,A24,A33,A42,A52,2
4000000,A24,A33,A41,A54,2
4000000,A24,A33,A41,A53,2
500000,A24,A33,A41,A53,2
500000,A24,A33,A42,A52,2
4000000,A24,A33,A41,A53,2
4000000,A24,A34,A41,A54,2
500000,A24,A34,A42,A53,2
500000,A24,A34,A42,A53,2
500000,A24,A34,A42,A53,2
4000000,A24,A34,A41,A53,2
500000,A24,A34,A41,A53,2
4000000,A24,A34,A41,A53,2
4000000,A24,A34,A41,A52,2
4000000,A24,A34,A42,A54,2
500000,A24,A34,A41,A53,2
500000,A24,A35,A41,A53,2
4000000,A24,A35,A42,A53,2
8000000,A24,A35,A41,A52,2
500000,A24,A35,A41,A53,2
4000000,A24,A35,A42,A54,2
900000,A24,A35,A42,A53,2
900000,A24,A35,A42,A52,2
900000,A24,A35,A41,A53,2
900000,A24,A35,A41,A54,2
4000000,A24,A35,A41,A53,2
900000,A24,A35,A41,A53,2
8000000,A24,A35,A42,A53,2
900000,A24,A31,A41,A54,2
900000,A24,A31,A42,A51,2
4000000,A24,A31,A42,A54,2
4000000,A24,A31,A42,A53,2
900000,A24,A31,A42,A53,2
4000000,A24,A31,A42,A54,2
4000000,A24,A31,A41,A53,2
900000,A24,A32,A42,A53,2
900000,A24,A32,A41,A53,2
8000000,A24,A32,A41,A53,2
